|Company|Product|TypeName|Inches|Ram|OS|Weight|Price_euros|Screen|ScreenW|ScreenH|Touchscreen|IPSpanel|RetinaDisplay|CPU_company|CPU_freq|CPU_model|PrimaryStorage|SecondaryStorage|PrimaryStorageType|SecondaryStorageType|GPU_company|GPU_model
973|Toshiba|Tecra A40-C-1DF|Notebook|14.0|8|Windows 10|1.95|1180.0|Full HD|1920|1080|No|No|No|Intel|2.3|Core i5 6200U|256|0|SSD|No|Intel|HD Graphics 520
974|Asus|Rog Strix|Gaming|17.3|16|Windows 10|2.73|2049.9|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|256|1024|SSD|HDD|Nvidia|GeForce GTX 1060
975|HP|Probook 450|Notebook|15.6|8|Windows 10|2.04|979.0|Full HD|1920|1080|No|Yes|No|Intel|2.7|Core i5 7200U|128|1024|SSD|HDD|Nvidia|GeForce 930MX
976|Lenovo|ThinkPad T460|Notebook|14.0|4|Windows 7|1.7|1002.0|Standard|1366|768|No|No|No|Intel|2.3|Core i5 6200U|508|0|Hybrid|No|Intel|HD Graphics 520
977|Asus|Q534UX-BHI7T19 (i7-7500U/16GB/2TB|2 in 1 Convertible|15.6|16|Windows 10|2.3|1799.0|4K Ultra HD|3840|2160|Yes|No|No|Intel|2.7|Core i7 7500U|512|2048|SSD|HDD|Nvidia|GeForce GTX 950M
978|HP|15-bs053od (i7-7500U/6GB/1TB/W10)|Notebook|15.6|6|Windows 10|2.04|579.0|Standard|1366|768|No|No|No|Intel|2.7|Core i7 7500U|1024|0|HDD|No|Intel|HD Graphics 620
979|Asus|Rog GL753VE-DS74|Gaming|17.3|16|Windows 10|2.99|1749.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|256|1024|SSD|HDD|Nvidia|GeForce GTX 1050 Ti
980|Dell|Inspiron 7579|2 in 1 Convertible|15.6|12|Windows 10|2.19|1299.0|Full HD|1920|1080|Yes|Yes|No|Intel|2.7|Core i7 7500U|512|0|SSD|No|Intel|HD Graphics 620
981|Toshiba|Portege Z30-C-1CV|Notebook|13.3|4|Windows 7|1.2|1195.0|Full HD|1920|1080|No|No|No|Intel|2.3|Core i5 6200U|128|0|SSD|No|Intel|HD Graphics 520
982|Lenovo|IdeaPad 320-15ABR|Notebook|15.6|6|Windows 10|2.2|549.0|Full HD|1920|1080|No|No|No|AMD|3.6|A12-Series 9720P|256|0|SSD|No|AMD|Radeon 530
983|Fujitsu|LifeBook A556|Notebook|15.6|4|Windows 10|2.3|649.0|Standard|1366|768|No|No|No|Intel|2.3|Core i5 6200U|256|0|SSD|No|Intel|HD Graphics 520
984|Toshiba|Tecra A40-C-1KF|Notebook|14.0|4|Windows 10|1.75|915.0|Standard|1366|768|No|No|No|Intel|2.3|Core i5 6200U|500|0|HDD|No|Intel|HD Graphics 520
985|Dell|Inspiron 3567|Notebook|15.6|4|Windows 10|2.25|599.0|Standard|1366|768|No|No|No|Intel|2.5|Core i5 7200U|500|0|HDD|No|AMD|Radeon R5 M430
986|HP|Probook 450|Notebook|15.6|8|Windows 10|2.04|806.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|1024|0|HDD|No|Intel|HD Graphics 620
987|Lenovo|Legion Y520-15IKBN|Gaming|15.6|8|Windows 10|2.5|1189.0|Full HD|1920|1080|No|Yes|No|Intel|2.8|Core i7 7700HQ|128|1024|SSD|HDD|Nvidia|GeForce GTX 1060
988|Dell|Inspiron 5567|Notebook|15.6|8|Windows 10|2.36|749.0|Standard|1366|768|No|No|No|Intel|2.7|Core i7 7500U|1024|0|HDD|No|AMD|Radeon R7 M445
989|Dell|Latitude 5480|Notebook|14.0|8|Windows 10|1.6|1119.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|128|0|SSD|No|Intel|HD Graphics 620 
990|HP|EliteBook Folio|Netbook|12.5|8|Windows 10|0.97|1908.0|Full HD|1920|1080|No|No|No|Intel|1.2|Core M 6Y75|512|0|SSD|No|Intel|HD Graphics 515
991|HP|15-bs005nv (i3-6006U/4GB/1TB|Notebook|15.6|4|Windows 10|2.1|499.0|Full HD|1920|1080|No|No|No|Intel|2.0|Core i3 6006U|128|1024|SSD|HDD|AMD|Radeon 520
992|Lenovo|V110-15IAP (N3350/4GB/128GB/No|Notebook|15.6|4|No OS|1.9|270.62|Standard|1366|768|No|No|No|Intel|1.1|Celeron Dual Core N3350|128|0|SSD|No|Intel|HD Graphics 500
993|Lenovo|ThinkPad T560|Notebook|15.6|8|Windows 10|2.3|1349.0|Full HD|1920|1080|No|No|No|Intel|2.3|Core i5 6200U|256|0|SSD|No|Intel|HD Graphics 520
994|Dell|Inspiron 5378|2 in 1 Convertible|13.3|8|Windows 10|1.68|889.0|Full HD|1920|1080|Yes|No|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
995|Asus|ZenBook UX310UA-FB485T|Notebook|13.3|8|Windows 10|1.4|1150.0|Quad HD+|3200|1800|No|No|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
996|HP|Spectre 13-V111dx|Ultrabook|13.3|8|Windows 10|1.11|1349.0|Full HD|1920|1080|Yes|Yes|No|Intel|2.7|Core i7 7500U|256|0|SSD|No|Intel|HD Graphics 620
997|Acer|Aspire ES1-533|Notebook|15.6|4|Windows 10|2.4|380.0|Standard|1366|768|No|No|No|Intel|1.1|Pentium Quad Core N4200|500|0|HDD|No|Intel|HD Graphics 505
998|Asus|Rog GL553VE-DS74|Gaming|15.6|16|Windows 10|2.5|1799.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|256|1024|SSD|HDD|Nvidia|GeForce GTX 1050 Ti
999|HP|EliteBook 840|Ultrabook|14.0|8|Windows 10|1.48|2089.0|Full HD|1920|1080|No|No|No|Intel|2.7|Core i7 7500U|512|0|SSD|No|Intel|HD Graphics 620
1000|Acer|Nitro 5|Gaming|15.6|8|Windows 10|2.7|1260.0|Full HD|1920|1080|No|Yes|No|Intel|2.8|Core i7 7700HQ|128|1024|SSD|HDD|Nvidia|GeForce GTX 1050
1001|HP|ENVY -|Notebook|13.3|8|Windows 10|1.34|1189.0|Full HD|1920|1080|No|Yes|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
1002|Dell|Vostro 3568|Notebook|15.6|4|Windows 10|2.18|547.0|Standard|1366|768|No|No|No|Intel|2.4|Core i3 7100U|128|0|SSD|No|Intel|HD Graphics 620
1003|HP|Probook 440|Notebook|14.0|4|Windows 10|1.64|779.0|Standard|1366|768|No|No|No|Intel|2.5|Core i5 7200U|500|0|HDD|No|Intel|HD Graphics 620
1004|Toshiba|Portege Z30-C-16H|Notebook|13.3|4|Windows 10|1.2|1195.0|Full HD|1920|1080|No|No|No|Intel|2.3|Core i5 6200U|128|0|SSD|No|Intel|HD Graphics 520
1005|HP|EliteBook 840|Notebook|14.0|4|Windows 10|1.48|1099.99|Standard|1366|768|No|No|No|Intel|2.4|Core i5 6300U|256|0|SSD|No|Intel|HD Graphics 520
1006|HP|ProBook 640|Notebook|14.0|4|Windows 10|1.95|1205.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
1007|HP|EliteBook 1040|Ultrabook|14.0|8|Windows 7|1.43|1449.0|Full HD|1920|1080|No|No|No|Intel|2.6|Core i7 6600U|256|0|SSD|No|Intel|HD Graphics 520
1008|HP|ProBook 440|Notebook|14.0|8|Windows 10|1.64|1049.26|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Nvidia|GeForce 930MX
1009|HP|Probook 440|Notebook|14.0|4|Windows 10|1.64|684.0|Standard|1366|768|No|No|No|Intel|2.4|Core i3 7100U|500|0|HDD|No|Intel|HD Graphics 620
1010|Dell|Inspiron 7567|Gaming|15.6|8|Windows 10|2.65|949.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7300HQ|1024|0|Hybrid|No|Nvidia|GeForce GTX 1050
1011|HP|EliteBook 820|Ultrabook|12.5|4|Windows 10|1.26|1539.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|500|0|HDD|No|Intel|HD Graphics 620
1012|HP|Elitebook 840|Notebook|14.0|4|Windows 10|1.48|1590.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
1013|HP|EliteBook 840|Ultrabook|14.0|8|Windows 10|1.54|1887.21|Full HD|1920|1080|No|No|No|Intel|2.5|Core i7 6500U|256|0|SSD|No|Intel|HD Graphics 520
1014|HP|Probook 430|Notebook|13.3|4|Windows 10|1.49|800.0|Standard|1366|768|No|No|No|Intel|2.4|Core i3 7100U|500|0|HDD|No|Intel|HD Graphics 620
1015|Toshiba|Portege A30-C-1CZ|Notebook|13.3|8|Windows 10|1.5|1210.0|Standard|1366|768|No|No|No|Intel|2.3|Core i5 6200U|256|0|SSD|No|Intel|HD Graphics 520
1016|HP|ProBook 450|Notebook|15.6|4|Windows 10|2.04|769.99|Standard|1366|768|No|No|No|Intel|2.4|Core i3 7100U|256|0|SSD|No|Intel|HD Graphics 620
1017|Lenovo|ThinkPad P70|Notebook|17.3|16|Windows 7|2.4|2968.0|4K Ultra HD|3840|2160|No|Yes|No|Intel|2.7|Core i7 6820HQ|512|0|SSD|No|Nvidia|Quadro 3000M
1018|Toshiba|Tecra Z40-C-12Z|Notebook|14.0|8|Windows 10|1.47|1490.0|Full HD|1920|1080|No|Yes|No|Intel|2.3|Core i5 6200U|256|0|SSD|No|Intel|HD Graphics 520
1019|HP|EliteBook 1040|Notebook|14.0|8|Windows 10|1.43|2229.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i7 6500U|256|0|SSD|No|Intel|HD Graphics 520
1020|Dell|Inspiron 5568|2 in 1 Convertible|15.6|4|Windows 10|2.08|795.99|Full HD|1920|1080|Yes|Yes|No|Intel|2.3|Core i3 6100U|1024|0|HDD|No|Intel|HD Graphics 520
1021|Toshiba|Portégé Z30-C-16K|Ultrabook|13.3|8|Windows 10|1.2|1590.0|Full HD|1920|1080|No|No|No|Intel|2.3|Core i5 6200U|256|0|SSD|No|Intel|HD Graphics 520
1022|HP|Spectre 13-V100nv|Notebook|13.3|8|Windows 10|1.11|1149.0|Full HD|1920|1080|No|Yes|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
1023|HP|ProBook 440|Notebook|14.0|8|Windows 10|1.64|1185.43|Full HD|1920|1080|No|No|No|Intel|2.7|Core i7 7500U|256|0|SSD|No|Nvidia|GeForce 930MX
1024|Dell|Latitude E5570|Notebook|15.6|8|Windows 10|2.09|1046.44|Full HD|1920|1080|No|No|No|Intel|2.4|Core i5 6300U|500|0|HDD|No|Intel|HD Graphics 520
1025|HP|Elitebook 820|Ultrabook|12.5|4|Windows 10|1.26|1559.0|Standard|1366|768|No|No|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
1026|HP|ProBook 650|Notebook|14.0|4|Windows 10|2.31|1189.0|Standard|1366|768|No|No|No|Intel|2.5|Core i5 7200U|500|0|HDD|No|Intel|HD Graphics 620
1027|HP|ProBook 640|Notebook|14.0|4|Windows 10|1.95|1060.0|Standard|1366|768|No|No|No|Intel|2.5|Core i5 7200U|500|0|HDD|No|Intel|HD Graphics 620
1028|Dell|XPS 13|Ultrabook|13.3|8|Windows 10|1.29|1624.0|Quad HD+|3200|1800|Yes|No|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
1029|HP|Probook 470|Notebook|17.3|8|Windows 10|2.63|1080.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Nvidia|GeForce 930MX
1030|HP|ProBook 440|Notebook|14.0|4|Windows 10|1.64|973.0|Standard|1366|768|No|No|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
1031|Acer|Aspire 3|Notebook|15.6|6|Windows 10|2.1|409.0|Standard|1366|768|No|No|No|AMD|3.0|A9-Series 9420|1024|0|HDD|No|AMD|Radeon R5
1032|MSI|GL72M 7RDX|Gaming|17.3|8|Windows 10|2.7|1191.8|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|128|1024|SSD|HDD|Nvidia|GeForce GTX 1050
1033|HP|Probook 640|Notebook|14.0|8|Windows 7|1.95|1195.0|Full HD|1920|1080|No|No|No|Intel|2.3|Core i5 6200U|256|0|SSD|No|Intel|HD Graphics 520
1034|HP|EliteBook 850|Notebook|15.6|8|Windows 10|1.84|1228.99|Full HD|1920|1080|No|No|No|Intel|2.5|Core i7 6500U|256|0|SSD|No|Intel|HD Graphics 520
1035|HP|EliteBook 820|Ultrabook|12.5|8|Windows 10|1.26|1349.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i7 6500U|256|0|SSD|No|Intel|HD Graphics 520
1036|HP|ProBook 450|Notebook|15.6|4|Windows 10|2.04|742.0|Standard|1366|768|No|No|No|Intel|2.5|Core i5 7200U|500|0|HDD|No|Intel|HD Graphics 620
1037|Toshiba|Tecra Z40-C-136|Ultrabook|14.0|8|Windows 10|1.47|1725.0|Full HD|1920|1080|No|Yes|No|Intel|2.6|Core i7 6600U|256|0|SSD|No|Intel|HD Graphics 520
1038|Dell|Latitude E5570|Notebook|15.6|8|Windows 7|2.09|1062.95|Full HD|1920|1080|No|No|No|Intel|2.4|Core i5 6300U|256|0|SSD|No|Intel|HD Graphics 520
1039|HP|ProBook 440|Notebook|14.0|8|Windows 10|1.64|1010.51|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
1040|Lenovo|Yoga 500-15ISK|2 in 1 Convertible|15.6|4|Windows 10|1.8|847.0|Full HD|1920|1080|Yes|Yes|No|Intel|2.5|Core i7 6500U|256|0|SSD|No|Intel|HD Graphics 520
1041|Vero|V142 (X5-Z8350/2GB/32GB/W10)|Notebook|14.0|2|Windows 10|1.45|210.8|Standard|1366|768|No|No|No|Intel|1.44|Atom X5-Z8350|32|0|Flash Storage|No|Intel|HD Graphics 400
1042|Toshiba|Tecra A50-C-218|Notebook|15.6|16|Windows 10|2.4|1425.0|Full HD|1920|1080|No|Yes|No|Intel|2.5|Core i7 6500U|256|0|SSD|No|Nvidia|GeForce 930M
1043|Lenovo|Thinkpad L560|Notebook|15.6|8|Windows 10|2.3|1049.6|Full HD|1920|1080|No|No|No|Intel|2.3|Core i5 6200U|256|0|SSD|No|Intel|HD Graphics 520
1044|HP|EliteBook 840|Notebook|14.0|4|Windows 10|1.54|1000.0|Full HD|1920|1080|No|No|No|Intel|2.3|Core i5 6200U|500|0|HDD|No|Intel|HD Graphics 520
1045|HP|EliteBook 850|Notebook|15.6|8|Windows 10|1.84|2103.34|Full HD|1920|1080|No|No|No|Intel|2.4|Core i5 6300U|256|500|SSD|HDD|Intel|HD Graphics 520
1046|HP|EliteBook 1040|Notebook|14.0|8|Windows 7|1.43|1469.0|Full HD|1920|1080|No|No|No|Intel|2.3|Core i5 6200U|256|0|SSD|No|Intel|HD Graphics 520
1047|MSI|GT72S Dominator|Gaming|17.3|16|Windows 10|3.78|1545.64|Full HD|1920|1080|No|Yes|No|Intel|2.7|Core i7 6820HK|256|1024|SSD|HDD|Nvidia|GeForce GTX 980M
1048|Lenovo|IdeaPad Y900-17ISK|Gaming|17.3|16|Windows 10|4.6|2289.99|Full HD|1920|1080|No|Yes|No|Intel|2.6|Core i7 6700HQ|128|1024|SSD|HDD|Nvidia|GeForce GTX 980M
1049|Asus|Chromebook C202SA|Netbook|11.6|4|Chrome OS|1.2|287.9|Standard|1366|768|No|No|No|Intel|1.6|Celeron Dual Core N3060|16|0|Flash Storage|No|Intel|HD Graphics 400
1050|Lenovo|ThinkPad X1|Notebook|14.0|16|Windows 7|1.1|2620.0|Standard|2560|1440|No|Yes|No|Intel|2.6|Core i7 6600U|256|0|SSD|No|Intel|HD Graphics 520
1051|HP|Noteb Pav|Notebook|15.6|8|Windows 10|1.91|979.0|Full HD|1920|1080|No|Yes|No|Intel|2.7|Core i7 7500U|1024|0|HDD|No|Nvidia|GeForce 940MX
1052|Dell|Inspiron 5578|2 in 1 Convertible|15.6|8|Windows 10|2.3|1094.0|Full HD|1920|1080|Yes|Yes|No|Intel|2.7|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
1053|HP|ProBook 450|Notebook|15.6|4|Windows 10|2.04|979.0|Standard|1366|768|No|No|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
1054|Dell|XPS 13|Ultrabook|13.3|16|Windows 10|1.2|2254.0|Quad HD+|3200|1800|Yes|No|No|Intel|2.7|Core i7 7500U|1024|0|SSD|No|Intel|HD Graphics 620
1055|HP|ProBook 650|Notebook|15.6|4|Windows 10|2.31|705.15|Standard|1366|768|No|No|No|Intel|2.3|Core i3 6100U|500|0|HDD|No|Intel|HD Graphics 520
1056|HP|250 G5|Notebook|15.6|4|No OS|1.96|499.0|Standard|1366|768|No|No|No|Intel|2.5|Core i5 7200U|500|0|HDD|No|Intel|HD Graphics 620
1057|Acer|Aspire ES1-523|Notebook|15.6|8|Windows 10|2.4|449.0|Standard|1366|768|No|No|No|AMD|2.2|A8-Series 7410|1024|0|HDD|No|AMD|Radeon R5
1058|Dell|Inspiron 7378|2 in 1 Convertible|13.3|12|Windows 10|1.6|1299.0|Full HD|1920|1080|Yes|Yes|No|Intel|2.7|Core i7 7500U|256|0|SSD|No|Intel|HD Graphics 620
1059|MSI|GT62VR 6RD|Gaming|15.6|16|Windows 10|2.94|1819.0|Full HD|1920|1080|No|No|No|Intel|2.6|Core i7 6700HQ|256|1024|SSD|HDD|Nvidia|GeForce GTX 1060
1060|HP|ProBook 450|Notebook|15.6|8|Windows 10|2.04|1070.0|Full HD|1920|1080|No|No|No|Intel|2.7|Core i7 7500U|256|0|SSD|No|Intel|HD Graphics 620
1061|Asus|Rog G752VL-GC088D|Gaming|17.3|16|No OS|4.0|998.0|Full HD|1920|1080|No|Yes|No|Intel|2.6|Core i7 6700HQ|1024|0|HDD|No|Nvidia|GeForce GTX 965M
1062|Dell|Inspiron 3567|Notebook|15.6|4|Windows 10|2.25|559.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|1024|0|HDD|No|Intel|HD Graphics
1063|Dell|Inspiron 5567|Notebook|15.6|16|Windows 10|2.32|989.99|Full HD|1920|1080|No|No|No|Intel|2.7|Core i7 7500U|2048|0|HDD|No|AMD|Radeon R7 M445
1064|MSI|GS63VR 6RF|Gaming|15.6|16|Windows 10|1.8|1929.0|Full HD|1920|1080|No|No|No|Intel|2.6|Core i7 6700HQ|256|1024|SSD|HDD|Nvidia|GeForce GTX 1060
1065|Dell|XPS 13|Ultrabook|13.3|8|Windows 10|1.29|1458.0|Full HD|1920|1080|No|No|No|Intel|2.7|Core i7 7500U|256|0|SSD|No|Intel|HD Graphics 620
1066|Asus|ROG G701VO|Gaming|17.3|64|Windows 10|3.58|3975.0|Full HD|1920|1080|No|Yes|No|Intel|2.7|Core i7 6820HK|1024|0|SSD|No|Nvidia|GeForce GTX 980 
1067|Dell|Inspiron 5368|2 in 1 Convertible|13.3|8|Windows 10|1.62|798.01|Full HD|1920|1080|Yes|No|No|Intel|2.5|Core i7 6500U|256|0|SSD|No|Intel|HD Graphics 520
1068|Dell|Alienware 15|Gaming|15.6|16|Windows 10|3.21|1329.0|4K Ultra HD|3840|2160|No|No|No|Intel|2.6|Core i7 6700HQ|256|1024|SSD|HDD|Nvidia|GeForce GTX 970M
1069|Apple|"MacBook 12"""|Ultrabook|12.0|8|Mac OS X|0.92|1300.0|Standard|2304|1440|No|Yes|Yes|Intel|1.1|Core M|256|0|Flash Storage|No|Intel|HD Graphics 515
1070|Dell|Latitude 3570|Notebook|15.6|4|Windows 10|2.06|481.98|Standard|1366|768|No|No|No|Intel|2.3|Core i3 6100U|500|0|HDD|No|Intel|HD Graphics 520
1071|HP|ProBook 650|Notebook|15.6|4|Windows 10|2.31|1199.0|Standard|1366|768|No|No|No|Intel|2.3|Core i5 6200U|500|0|HDD|No|Intel|HD Graphics 520
1072|HP|EliteBook 820|Ultrabook|12.5|8|Windows 7|1.26|1199.0|Full HD|1920|1080|No|No|No|Intel|2.3|Core i5 6200U|256|0|SSD|No|Intel|HD Graphics 520
1073|HP|ProBook 430|Notebook|13.3|8|Windows 10|1.49|1090.0|Full HD|1920|1080|No|No|No|Intel|2.7|Core i7 7500U|256|0|SSD|No|Intel|HD Graphics 620
1074|Lenovo|ThinkPad Yoga|Ultrabook|12.5|8|Windows 10|1.3|1713.49|Full HD|1920|1080|Yes|Yes|No|Intel|2.5|Core i7 6500U|256|0|SSD|No|Intel|HD Graphics 520
1075|Lenovo|IdeaPad 300-17ISK|Notebook|17.3|8|Windows 10|3.0|659.0|Standard|1600|900|No|No|No|Intel|2.3|Core i5 6200U|1024|0|HDD|No|AMD|Radeon R5 M330
1076|Lenovo|Ideapad 700-15ISK|Notebook|15.6|4|Windows 10|2.3|977.0|Full HD|1920|1080|No|Yes|No|Intel|2.3|Core i5 6300HQ|1024|0|HDD|No|Nvidia|GeForce GTX 950M
1077|MSI|GT72VR Dominator|Gaming|17.3|16|Windows 10|3.78|2499.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|256|1024|SSD|HDD|Nvidia|GeForce GTX 1070
1078|Lenovo|V110-15ISK (i5-6200U/4GB/500GB/W10)|Notebook|15.6|4|Windows 10|2.1|540.0|Standard|1366|768|No|No|No|Intel|2.3|Core i5 6200U|500|0|HDD|No|Intel|HD Graphics 520
1079|HP|Probook 650|Notebook|15.6|4|Windows 7|2.31|940.0|Full HD|1920|1080|No|No|No|Intel|2.3|Core i5 6200U|500|0|HDD|No|Intel|HD Graphics 520
1080|Lenovo|Yoga 900S-12ISK|Ultrabook|12.5|8|Windows 10|0.99|1399.0|Standard|2560|1440|Yes|Yes|No|Intel|1.2|Core M 6Y75|512|0|SSD|No|Intel|HD Graphics 515
1081|Lenovo|IdeaPad Y900-17ISK|Gaming|17.3|32|Windows 10|4.6|3240.0|Full HD|1920|1080|No|Yes|No|Intel|2.7|Core i7 6820HK|512|1024|SSD|Hybrid|Nvidia|GeForce GTX 980M
1082|Lenovo|Yoga Book|2 in 1 Convertible|10.1|4|Windows 10|0.69|646.27|Standard|1920|1200|Yes|Yes|No|Intel|1.44|Atom x5-Z8550|64|0|Flash Storage|No|Intel|HD Graphics 400
1083|HP|Spectre x360|Ultrabook|13.3|16|Windows 10|1.3|2049.0|4K Ultra HD|3840|2160|No|Yes|No|Intel|2.7|Core i7 7500U|512|0|SSD|No|Intel|HD Graphics 620
1084|Dell|Vostro 3568|Notebook|15.6|8|Windows 10|2.18|750.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
1085|HP|EliteBook 840|Notebook|14.0|4|Windows 7|1.54|1030.99|Full HD|1920|1080|No|No|No|Intel|2.3|Core i5 6200U|500|0|HDD|No|Intel|HD Graphics 520
1086|HP|ZBook 15u|Workstation|15.6|8|Windows 7|1.9|1495.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i7 6500U|256|0|SSD|No|AMD|FirePro W4190M
1087|Lenovo|ThinkPad T460|Notebook|14.0|8|Windows 7|1.7|1199.0|Full HD|1920|1080|No|No|No|Intel|2.3|Core i5 6200U|180|0|SSD|No|Intel|HD Graphics 520
1088|HP|Chromebook 13|Notebook|13.3|4|Chrome OS|1.29|615.0|Quad HD+|3200|1800|No|No|No|Intel|1.5|Pentium Dual Core 4405Y|32|0|Flash Storage|No|Intel|HD Graphics 515
1089|Acer|Aspire ES1-523|Notebook|15.6|4|Windows 10|2.4|387.0|Standard|1366|768|No|No|No|AMD|2.2|A8-Series 7410|500|0|HDD|No|AMD|Radeon R5
1090|Dell|Inspiron 3552|Notebook|15.6|4|Linux|2.2|393.49|Standard|1366|768|No|No|No|Intel|1.6|Pentium Quad Core N3700|500|0|HDD|No|Intel|HD Graphics
1091|HP|250 G6|Notebook|15.6|4|No OS|1.86|345.99|Standard|1366|768|No|No|No|Intel|2.0|Core i3 6006U|1024|0|HDD|No|Intel|HD Graphics 520
1092|Asus|Rog GL702VM-GC354T|Gaming|17.3|8|Windows 10|2.7|1599.0|Full HD|1920|1080|No|Yes|No|Intel|2.8|Core i7 7700HQ|256|1024|SSD|HDD|Nvidia|GeForce GTX 1060
1093|Dell|Inspiron 5370|Ultrabook|13.3|4|Windows 10|1.4|818.35|Full HD|1920|1080|No|Yes|No|Intel|1.6|Core i5 8250U|256|0|SSD|No|AMD|Radeon 530
1094|HP|Elitebook 820|Netbook|12.5|4|Windows 7|2.4|1599.0|Standard|1366|768|No|No|No|Intel|2.3|Core i5 6200U|128|0|SSD|No|Intel|HD Graphics 520
1095|Acer|Aspire F5-573G|Notebook|15.6|8|Windows 10|2.4|799.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|256|1024|SSD|HDD|Nvidia|GeForce GTX 950M
1096|Dell|Inspiron 5567|Notebook|15.6|8|Windows 10|2.36|638.8|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|1024|0|HDD|No|AMD|Radeon R7 M445
1097|MSI|GS70 Stealth|Gaming|17.3|8|Windows 10|2.6|1599.0|Full HD|1920|1080|No|No|No|Intel|2.6|Core i7 6700HQ|256|0|SSD|No|Nvidia|GeForce GTX 965M
1098|HP|250 G5|Notebook|15.6|4|Windows 10|1.96|500.0|Standard|1366|768|No|No|No|Intel|1.6|Pentium Quad Core N3710|1024|0|HDD|No|Intel|HD Graphics 405
1099|Asus|G752VY-GC162T (i7-6700HQ/16GB/1TB|Gaming|17.3|16|Windows 10|4.3|2299.0|Full HD|1920|1080|No|Yes|No|Intel|2.6|Core i7 6700HQ|128|1024|SSD|HDD|Nvidia|GeForce GTX 980M
1100|Dell|Latitude E5270|Ultrabook|12.5|4|Windows 7|1.5|1135.15|Standard|1366|768|No|No|No|Intel|2.3|Core i3 6100U|500|0|HDD|No|Intel|HD Graphics 520
1101|Dell|Latitude E5270|Ultrabook|12.5|4|Windows 7|1.5|1166.97|Standard|1366|768|No|No|No|Intel|2.3|Core i3 6100U|128|0|SSD|No|Intel|HD Graphics 520
1102|Acer|Chromebook 15|Notebook|15.6|4|Chrome OS|2.2|209.0|Standard|1366|768|No|No|No|Intel|1.5|Celeron Dual Core 3205U|16|0|SSD|No|Intel|HD Graphics
1103|HP|ZBook 17|Workstation|17.3|8|Windows 7|3.0|2899.0|Full HD|1920|1080|No|Yes|No|Intel|2.6|Core i7 6700HQ|1024|0|HDD|No|AMD|FirePro W6150M
1104|Lenovo|Legion Y520-15IKBN|Gaming|15.6|16|Windows 10|2.4|1199.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|512|0|SSD|No|Nvidia|GeForce GTX 1050 Ti
1105|Dell|Latitude E5270|Ultrabook|12.5|8|Windows 7|1.5|1413.1|Standard|1366|768|No|No|No|Intel|2.3|Core i5 6200U|256|0|SSD|No|Intel|HD Graphics 520
1106|MSI|GE72 Apache|Gaming|17.3|8|Windows 10|2.9|1511.19|Full HD|1920|1080|No|No|No|Intel|2.6|Core i7 6700HQ|128|1024|SSD|HDD|Nvidia|GeForce GTX 960M
1107|Lenovo|Yoga 500-15ISK|2 in 1 Convertible|15.6|4|Windows 10|2.1|867.0|Full HD|1920|1080|Yes|Yes|No|Intel|2.3|Core i5 6200U|256|0|SSD|No|Intel|HD Graphics 520
